Protein	Description,,Higher order taxa
A0A0H2V203	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V252	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V292	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2A5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2A8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2B5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2L0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2S3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2U9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2V7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2Y1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2Y7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V2Z3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V371	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3A5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3C6	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3I9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3M4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3M9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3N4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3P9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3Q5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3S2	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3S3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V3V0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V407	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V442	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V488	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V555	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V5C4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2V5L0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VSM9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VSS8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VT45	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VT54	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VT81	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTA6	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTF9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTI8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTK0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTU0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTW3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTY7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VTZ4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VUP7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VUT9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VUW9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VUZ8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VV08	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VV29	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VV39	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VV44	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VV48	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVB7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVC0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVD2	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVG5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVI1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVP2	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVS9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VVU1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VW13	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VW22	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VW26	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VW51	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VWL1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VWM2	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VX20	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VX23	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VX42	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VX83	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXB8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXH5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXM7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXW3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXW8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXY8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VXZ9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VY02	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VY20	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VY68	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYF0	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYF7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYP7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYQ8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYU4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VYX6	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZ63	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZN3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZP1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZQ5	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZS4	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2VZY7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W006	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0B9	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0C8	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0D3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0I3	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0M7	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W0U1	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2W120	Shigella,,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae
A0A0H2WVE0	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WVJ7	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WVT9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WVU2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WVX8	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW08	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW42	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW50	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW54	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW67	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW68	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WW75	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWC0	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWE9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWF0	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWF4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWN8	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWP2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWR5	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWV4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWV6	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWV7	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WWY8	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WX02	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WX21	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WX37	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WX88	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXA4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXA5	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXB1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXB4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXD9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXE3	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXT4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WXU4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WY00	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WY40	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WY61	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYD2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYE2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYH9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYJ9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYM6	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYP2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYT5	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYV4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYW1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WYW9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZ06	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZ29	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZ39	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZ77	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZ86	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZB1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZC2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZF0	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZG1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZG9	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZJ1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZL1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZM0	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZQ6	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZW3	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZX2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZY6	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2WZZ2	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X027	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X029	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X037	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X0A1	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X0B5	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X0C4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X1A6	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2X1G4	Staphylococcus,,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
A0A0H2YY22	Escherichia,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterbacteriaceae
A0A0H2Z6P1	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z6X6	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z7B7	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z892	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z8T0	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z968	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z9A9	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z9C3	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z9M5	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z9S0	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2Z9U4	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZA56	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZA93	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZAH9	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZAX4	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZBE7	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZBR4	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZCG9	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZCW9	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZD39	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZDN1	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZE32	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZEH0	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZEZ6	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZF94	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZFZ7	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZGH6	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZGM4	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZGY3	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZHP8	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZHV0	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZI65	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZIH9	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZIW7	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZK24	Pseudomonas,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
A0A0H2ZLD8	Streptococcus,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
A0A0H2ZLE0	Streptococcus,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
A0A0H2ZLH0	Streptococcus,,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
